"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
391,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",391,"Ampisikinana",NA,"Fokontany","Commune"
392,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",392,"Ampondra",NA,"Fokontany","Commune"
393,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",393,"Andrafainkona",NA,"Fokontany","Commune"
394,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",394,"Andravory",NA,"Fokontany","Commune"
395,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",395,"Antsahavaribe",NA,"Fokontany","Commune"
396,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",396,"Antsirabe Nord",NA,"Fokontany","Commune"
397,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",397,"Belambo",NA,"Fokontany","Commune"
398,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",398,"Bobakindro",NA,"Fokontany","Commune"
399,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",399,"Daraina",NA,"Fokontany","Commune"
400,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",400,"Fanambana",NA,"Fokontany","Commune"
401,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",401,"Maromokotra Loky",NA,"Fokontany","Commune"
402,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",402,"Milanoa",NA,"Fokontany","Commune"
403,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",403,"Tsarabaria",NA,"Fokontany","Commune"
404,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",404,"Vohimarina",NA,"Fokontany","Commune"
405,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",405,"Ambatofinandrahana",NA,"Fokontany","Commune"
406,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",406,"Ambatomifanongoa",NA,"Fokontany","Commune"
407,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",407,"Ambondromisotra",NA,"Fokontany","Commune"
408,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",408,"Amborompotsy",NA,"Fokontany","Commune"
409,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",409,"Fenoarivo",NA,"Fokontany","Commune"
410,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",410,"Itremo",NA,"Fokontany","Commune"
411,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",411,"Mandrosonoro",NA,"Fokontany","Commune"
412,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",412,"Mangataboahangy",NA,"Fokontany","Commune"
413,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",29,"Ambatofinandrahana",413,"Soavina",NA,"Fokontany","Commune"
414,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",414,"Alakamisy",NA,"Fokontany","Commune"
415,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",415,"Ambalamanakana",NA,"Fokontany","Commune"
416,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",416,"Ambatofitorahana",NA,"Fokontany","Commune"
417,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",417,"Ambinanindrano",NA,"Fokontany","Commune"
418,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",418,"Ambohimitombo",NA,"Fokontany","Commune"
419,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",419,"Ambositra II",NA,"Fokontany","Commune"
420,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",420,"Ambositra I",NA,"Fokontany","Commune"
421,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",421,"Andina",NA,"Fokontany","Commune"
422,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",422,"Ankazoabo",NA,"Fokontany","Commune"
423,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",423,"Antoetra",NA,"Fokontany","Commune"
424,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",424,"Fahizay",NA,"Fokontany","Commune"
425,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",425,"Ihadilalana",NA,"Fokontany","Commune"
426,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",426,"Ilaka",NA,"Fokontany","Commune"
427,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",427,"Imerina",NA,"Fokontany","Commune"
428,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",428,"Ivato",NA,"Fokontany","Commune"
429,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",429,"Ivony",NA,"Fokontany","Commune"
430,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",430,"Kianjandrakefina",NA,"Fokontany","Commune"
431,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",431,"Mahazina",NA,"Fokontany","Commune"
432,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",432,"Marosoa",NA,"Fokontany","Commune"
433,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",433,"Sahatsiho Ambohimanjaka",NA,"Fokontany","Commune"
434,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",434,"Tsarasaotra",NA,"Fokontany","Commune"
435,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",30,"Ambositra",435,"Vohidahy",NA,"Fokontany","Commune"
436,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",436,"Ambohimahazo",NA,"Fokontany","Commune"
437,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",437,"Ankarinoro",NA,"Fokontany","Commune"
438,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",438,"Betsimisotra",NA,"Fokontany","Commune"
439,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",439,"Fandriana",NA,"Fokontany","Commune"
440,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",440,"Fiadanana",NA,"Fokontany","Commune"
441,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",441,"Imito",NA,"Fokontany","Commune"
442,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",442,"Mahazoarivo",NA,"Fokontany","Commune"
443,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",443,"Miarinavaratra",NA,"Fokontany","Commune"
444,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",444,"Milamaina",NA,"Fokontany","Commune"
445,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",445,"Sahamadio Fisakana",NA,"Fokontany","Commune"
446,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",446,"Sandrandahy",NA,"Fokontany","Commune"
447,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",447,"Tatamalaza",NA,"Fokontany","Commune"
448,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",31,"Fandriana",448,"Tsarazaza",NA,"Fokontany","Commune"
449,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",449,"Ambatomarina",NA,"Fokontany","Commune"
450,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",450,"Ambohimahazo",NA,"Fokontany","Commune"
451,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",451,"Ambohimilanja",NA,"Fokontany","Commune"
452,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",452,"Ambohipo",NA,"Fokontany","Commune"
453,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",453,"Ambovombe Centre",NA,"Fokontany","Commune"
454,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",454,"Anjoma Nakoana",NA,"Fokontany","Commune"
455,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",455,"Anjoma",NA,"Fokontany","Commune"
456,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",456,"Talata Vohimena",NA,"Fokontany","Commune"
457,134,"MDG","Madagascar",3,"Fianarantsoa",7,"Amoron'i mania",32,"Manandriana",457,"Vinany",NA,"Fokontany","Commune"
458,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",33,"Befotaka",458,"Antaninarenina",NA,"Fokontany","Commune"
459,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",33,"Befotaka",459,"Antondabe",NA,"Fokontany","Commune"
460,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",33,"Befotaka",460,"Befotaka",NA,"Fokontany","Commune"
461,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",33,"Befotaka",461,"Beharena",NA,"Fokontany","Commune"
462,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",33,"Befotaka",462,"Marovitsika",NA,"Fokontany","Commune"
463,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",33,"Befotaka",463,"Ranotsara",NA,"Fokontany","Commune"
464,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",464,"Ambahigogo",NA,"Fokontany","Commune"
465,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",465,"Ambalatany",NA,"Fokontany","Commune"
466,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",466,"Ambalavato Antevato",NA,"Fokontany","Commune"
467,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",467,"Amporoforo",NA,"Fokontany","Commune"
468,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",468,"Ankarana Miraihina",NA,"Fokontany","Commune"
469,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",469,"Anosivelo",NA,"Fokontany","Commune"
470,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",470,"Anosy",NA,"Fokontany","Commune"
471,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",471,"Antseranambe",NA,"Fokontany","Commune"
472,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",472,"Beretra",NA,"Fokontany","Commune"
473,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",473,"Efatsy Anandroza",NA,"Fokontany","Commune"
474,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",474,"Etrotroka",NA,"Fokontany","Commune"
475,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",475,"Evato",NA,"Fokontany","Commune"
476,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",476,"Farafangana",NA,"Fokontany","Commune"
477,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",477,"Fenoarivo",NA,"Fokontany","Commune"
478,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",478,"Iabohazo",NA,"Fokontany","Commune"
479,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",479,"Ihorombe",NA,"Fokontany","Commune"
480,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",480,"Ivandrika",NA,"Fokontany","Commune"
481,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",481,"Mahafasa Centre",NA,"Fokontany","Commune"
482,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",482,"Mahavelo",NA,"Fokontany","Commune"
483,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",483,"Maheriraty",NA,"Fokontany","Commune"
484,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",484,"Manambotra Atsimo",NA,"Fokontany","Commune"
485,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",485,"Marovandrika",NA,"Fokontany","Commune"
486,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",486,"Sahamadio",NA,"Fokontany","Commune"
487,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",487,"Tangainony",NA,"Fokontany","Commune"
488,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",488,"Tovona",NA,"Fokontany","Commune"
489,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",489,"Vohilengo",NA,"Fokontany","Commune"
490,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",490,"Vohimasy",NA,"Fokontany","Commune"
491,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",34,"Farafangana",491,"Vohitromby",NA,"Fokontany","Commune"
492,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",35,"Midongy-Sud",492,"Andranolalina",NA,"Fokontany","Commune"
493,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",35,"Midongy-Sud",493,"Ankazovelo",NA,"Fokontany","Commune"
494,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",35,"Midongy-Sud",494,"Ivondro",NA,"Fokontany","Commune"
495,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",35,"Midongy-Sud",495,"Maliorano",NA,"Fokontany","Commune"
496,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",35,"Midongy-Sud",496,"Midongy atsimo",NA,"Fokontany","Commune"
497,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",35,"Midongy-Sud",497,"Soakibany",NA,"Fokontany","Commune"
498,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",498,"Ambatolava",NA,"Fokontany","Commune"
499,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",499,"Ambongo",NA,"Fokontany","Commune"
500,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",500,"Amparihy Est",NA,"Fokontany","Commune"
501,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",501,"Ampataka",NA,"Fokontany","Commune"
502,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",502,"Anilobe",NA,"Fokontany","Commune"
503,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",503,"Bekaraoka",NA,"Fokontany","Commune"
504,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",504,"Bevata",NA,"Fokontany","Commune"
505,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",505,"Fenoambany",NA,"Fokontany","Commune"
506,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",506,"Iara",NA,"Fokontany","Commune"
507,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",507,"Isahara",NA,"Fokontany","Commune"
508,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",508,"Karimbary",NA,"Fokontany","Commune"
509,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",509,"Lohafary",NA,"Fokontany","Commune"
510,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",510,"Lopary",NA,"Fokontany","Commune"
511,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",511,"Manambondro",NA,"Fokontany","Commune"
512,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",512,"Marokibo",NA,"Fokontany","Commune"
513,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",513,"Masinaka",NA,"Fokontany","Commune"
514,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",514,"Matanga",NA,"Fokontany","Commune"
515,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",515,"Ranomena",NA,"Fokontany","Commune"
516,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",516,"Sandravinany",NA,"Fokontany","Commune"
517,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",517,"Soamanova",NA,"Fokontany","Commune"
518,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",518,"Tsianofana",NA,"Fokontany","Commune"
519,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",519,"Tsiately",NA,"Fokontany","Commune"
520,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",520,"Vangaindrano",NA,"Fokontany","Commune"
521,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",521,"Vatanato",NA,"Fokontany","Commune"
522,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",522,"Vohimalaza",NA,"Fokontany","Commune"
523,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",523,"Vohipaho",NA,"Fokontany","Commune"
524,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",36,"Vangaindrano",524,"Vohitromby",NA,"Fokontany","Commune"
525,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",525,"Ambohimanana",NA,"Fokontany","Commune"
526,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",526,"Anandravy",NA,"Fokontany","Commune"
527,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",527,"Andakana",NA,"Fokontany","Commune"
528,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",528,"Antokonala",NA,"Fokontany","Commune"
529,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",529,"Iamonta",NA,"Fokontany","Commune"
530,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",530,"Ivato",NA,"Fokontany","Commune"
531,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",531,"Karianga",NA,"Fokontany","Commune"
532,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",532,"Mahatsinjo",NA,"Fokontany","Commune"
533,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",533,"Mahavelo",NA,"Fokontany","Commune"
534,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",534,"Mahazoarivo",NA,"Fokontany","Commune"
535,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",535,"Manambidala",NA,"Fokontany","Commune"
536,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",536,"Manato",NA,"Fokontany","Commune"
537,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",537,"Maroteza",NA,"Fokontany","Commune"
538,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",538,"Vohiboreka",NA,"Fokontany","Commune"
539,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",539,"Vohimary",NA,"Fokontany","Commune"
540,134,"MDG","Madagascar",3,"Fianarantsoa",8,"Atsimo-Atsinana",37,"Vondrozo",540,"Vondrozo",NA,"Fokontany","Commune"
541,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",541,"Ambalavao",NA,"Fokontany","Commune"
542,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",542,"Ambinanindovoka",NA,"Fokontany","Commune"
543,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",543,"Ambinaniroa Andonaka",NA,"Fokontany","Commune"
544,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",544,"Ambohimahamasina",NA,"Fokontany","Commune"
545,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",545,"Ambohimandroso",NA,"Fokontany","Commune"
546,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",546,"Andrainjato",NA,"Fokontany","Commune"
547,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",547,"Anjoma",NA,"Fokontany","Commune"
548,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",548,"Ankaramena",NA,"Fokontany","Commune"
549,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",549,"Besoa",NA,"Fokontany","Commune"
550,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",550,"Fenoarivo",NA,"Fokontany","Commune"
551,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",551,"Iarintsena Firaisantsoa",NA,"Fokontany","Commune"
552,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",552,"Kirano Firarintsoa",NA,"Fokontany","Commune"
553,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",553,"Mahazony",NA,"Fokontany","Commune"
554,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",554,"Manamisoa",NA,"Fokontany","Commune"
555,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",555,"Miarinarivo",NA,"Fokontany","Commune"
556,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",556,"Sendrisoa",NA,"Fokontany","Commune"
557,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",38,"Ambalavao",557,"Vohitsaoka",NA,"Fokontany","Commune"
558,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",558,"Ambalakindresy",NA,"Fokontany","Commune"
559,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",559,"Ambatosoa",NA,"Fokontany","Commune"
560,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",560,"Ambohimahasoa",NA,"Fokontany","Commune"
561,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",561,"Ambohinamboarina",NA,"Fokontany","Commune"
562,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",562,"Ampitana",NA,"Fokontany","Commune"
563,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",563,"Ankafina",NA,"Fokontany","Commune"
564,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",564,"Ankerana",NA,"Fokontany","Commune"
565,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",565,"Befeta",NA,"Fokontany","Commune"
566,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",566,"Camp Robin",NA,"Fokontany","Commune"
567,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",567,"Fiadanana",NA,"Fokontany","Commune"
568,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",568,"Isaka",NA,"Fokontany","Commune"
569,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",569,"Kalalao",NA,"Fokontany","Commune"
570,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",570,"Manandroy",NA,"Fokontany","Commune"
571,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",571,"Morafeno",NA,"Fokontany","Commune"
572,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",572,"Sahatona",NA,"Fokontany","Commune"
573,134,"MDG","Madagascar",3,"Fianarantsoa",9,"Haute matsiatra",39,"Ambohimahasoa",573,"Sahave",NA,"Fokontany","Commune"
